Topic,Year,Source,Top_15_Words
Topic_3,1967,Shared,"president, people, city, white, american, man, world, week, state, year, black, million, political, states, vietnam"
Topic_3,1967,COHA,"president, states, american, city, white, vietnam, million, people, united, week, political, years, state, world, administration"
Topic_3,1967,HBR,"people, year, man, president, state, world, city, american, week, political, life, national, public, white, young"
Topic_3,1967,ILR,"people, year, man, state, world, president, week, city, political, national, american, public, young, life, white"
Topic_3,1972,Shared,"president, people, city, american, year, white, years, world, house, black, life, back, home, week, made"
Topic_3,1972,COHA,"president, years, city, american, white, people, made, house, states, york, back, world, year, united, black"
Topic_3,1972,HBR,"year, people, president, world, public, city, life, man, state, american, school, home, work, money, week"
Topic_3,1972,ILR,"year, people, president, world, city, public, state, life, american, man, school, home, week, white, house"
Topic_3,1977,Shared,"people, carter, president, american, city, federal, house, life, years, white, world, year, reagan, week, man"
Topic_3,1977,COHA,"carter, president, people, years, reagan, american, city, house, federal, white, nuclear, states, secretary, week, life"
Topic_3,1977,HBR,"people, year, president, american, man, life, world, state, federal, city, department, work, put, week, house"
Topic_3,1977,ILR,"people, year, president, american, life, state, man, federal, world, city, carter, week, department, house, put"
Topic_3,1982,Shared,"years, president, million, american, companies, week, made, york, soviet, people, city, billion, world, programs, workers"
Topic_3,1982,COHA,"years, president, million, american, soviet, york, made, week, companies, city, billion, workers, programs, officials, military"
Topic_3,1982,HBR,"people, year, american, president, world, week, million, city, money, political, government, state, home, public, life"
Topic_3,1982,ILR,"year, american, people, president, week, world, million, city, political, state, government, money, years, home, public"
Topic_3,1987,Shared,"people, million, american, president, world, state, school, home, week, year, black, city, percent, national, life"
Topic_3,1987,COHA,"million, american, president, people, state, week, world, city, home, states, national, school, year, years, united"
Topic_3,1987,HBR,"people, year, state, world, american, school, national, home, life, public, week, support, man, today, city"
Topic_3,1987,ILR,"people, year, state, world, american, school, national, home, week, million, life, public, city, president, support"
Topic_3,1992,Shared,"people, year, years, home, life, white, american, big, world, black, art, back, university, early, president"
Topic_3,1992,COHA,"people, years, year, home, life, american, white, world, back, black, president, university, big, state, week"
Topic_3,1992,HBR,"people, year, life, home, world, big, american, place, end, white, government, work, early, live, school"
Topic_3,1992,ILR,"people, year, life, home, world, american, big, white, place, end, government, state, early, live, years"
Topic_3,1997,Shared,"home, year, world, school, president, companies, life, room, head, place, family, center, body, power, man"
Topic_3,1997,COHA,"president, home, companies, world, school, year, life, room, years, back, family, city, york, body, state"
Topic_3,1997,HBR,"year, world, home, school, life, place, power, man, family, people, head, center, room, state, body"
Topic_3,1997,ILR,"year, home, world, school, life, place, family, man, power, body, center, president, head, state, room"
Topic_3,2002,Shared,"home, year, man, world, school, city, money, life, week, white, light, million, american, end, women"
Topic_3,2002,COHA,"home, women, million, city, world, school, american, white, year, week, man, life, war, president, years"
Topic_3,2002,HBR,"year, man, home, world, school, end, people, money, life, place, week, light, city, area, food"
Topic_3,2002,ILR,"year, man, home, world, school, life, end, money, week, city, light, people, food, center, american"
Topic_3,2007,Shared,"back, life, percent, home, people, water, year, house, school, years, game, war, american, million, world"
Topic_3,2007,COHA,"back, years, percent, made, life, house, times, based, home, million, water, days, school, war, american"
Topic_3,2007,HBR,"year, people, life, school, home, place, world, state, end, small, water, back, house, war, man"
Topic_3,2007,ILR,"life, year, people, back, home, school, water, house, state, percent, world, place, war, american, end"
Topic_3,2012,Shared,"people, years, back, state, city, county, life, world, found, school, made, night, house, president, left"
Topic_3,2012,COHA,"years, back, county, city, made, state, people, found, children, night, left, life, world, school, president"
Topic_3,2012,HBR,"people, state, world, life, year, school, city, place, set, public, man, free, early, put, open"
Topic_3,2012,ILR,"people, state, world, life, city, school, back, years, county, year, place, free, early, public, party"
Topic_3,2017,Shared,"years, made, president, trump, states, told, times, city, called, york, house, back, things, percent, google"
Topic_3,2017,COHA,"years, made, president, told, states, times, trump, called, york, things, back, city, percent, left, house"
Topic_3,2017,HBR,"president, life, year, city, people, week, american, house, state, world, end, years, government, public, today"
Topic_3,2017,ILR,"years, president, made, city, house, american, life, week, trump, percent, back, states, million, state, times"
Topic_4,1922,Shared,"state, man, year, place, house, power, city, public, week, matter, war, commission, party, department, american"
Topic_4,1922,COHA,"state, man, house, year, city, american, war, party, place, president, week, power, public, british, political"
Topic_4,1922,HBR,"state, man, year, place, power, public, house, city, matter, war, department, commission, work, end, case"
Topic_4,1922,ILR,"state, year, man, place, work, power, case, matter, public, building, law, week, war, house, end"
Topic_4,1927,Shared,"american, state, public, war, city, week, government, people, world, national, man, year, life, home, young"
Topic_4,1927,COHA,"american, state, war, week, city, world, people, government, public, young, national, life, home, man, president"
